settings:
	Cpar Precision = 10
	Cser Precision = 10
	Acq. Frequency Start = 1.000 MHz
	Acq. Frequency Stop = 3.000 MHz
	Acq. Frequency Spacing = 0.010 MHz
	Acq. Frequency Sampling = 25.0 MHz
	S11 Optimization Frequency Start = 1.50 MHz
	S11 Optimization Frequency Stop = 2.50 MHz
	Cpar = 100 (53.0 pF)
	Cser = 100 (53.0 pF)

freq(MHz)	 S11(dB)	 Cpar(digit)	 Cser(digit)
   1.00,  -0.30,    785,    261
   1.01,  -0.29,    780,    260
   1.02,  -0.28,    800,    266
   1.03,  -0.28,    770,    256
   1.04,  -0.27,    795,    265
   1.05,  -0.26,    770,    256
   1.06,  -0.25,    800,    266
   1.07,  -0.25,    770,    256
   1.08,  -0.24,    770,    256
   1.09,  -0.23,    805,    268
   1.10,  -0.22,    785,    261
   1.11,  -0.22,    840,    280
   1.12,  -0.21,    775,    258
   1.13,  -0.20,    770,    256
   1.14,  -0.20,    800,    266
   1.15,  -0.19,    785,    261
   1.16,  -0.18,    785,    261
   1.17,  -0.17,    770,    256
   1.18,  -0.17,    770,    266
   1.19,  -0.18,    800,    266
   1.20,  -0.16,    775,    258
   1.21,  -0.14,    750,    260
   1.22,  -0.15,    785,    261
   1.23,  -0.14,    780,    260
   1.24,  -0.13,    770,    256
   1.25,  -0.16,    740,    256
   1.26,  -0.12,    780,    260
   1.27,  -0.11,    770,    256
   1.28,  -0.10,    765,    265
   1.29,  -0.09,    790,    263
   1.30,  -0.08,    775,    258
   1.31,  -0.08,    775,    258
   1.32,  -0.07,    775,    258
   1.33,  -0.06,    795,    265
   1.34,  -0.05,    775,    258
   1.35,  -0.04,    775,    258
   1.36,  -0.04,    780,    260
   1.37,  -0.01,    735,    265
   1.38,  -0.02,    780,    260
   1.39,  -0.01,    745,    258
   1.40,  -0.01,    740,    256
   1.41,  -0.00,    740,    256
   1.42,  -0.00,    775,    258
   1.43,   0.01,    775,    258
   1.44,   0.00,    775,    258
   1.45,   0.02,    770,    256
   1.46,   0.01,    800,    266
   1.47,   0.02,    710,    256
   1.48,   0.02,    770,    256
   1.49,   0.02,    770,    256
   1.50,   0.03,    780,    260
   1.51,   0.03,    745,    258
   1.52,   0.04,    780,    270
   1.53,   0.04,    750,    270
   1.54,   0.04,    620,    256
   1.55,   0.04,    725,    261
   1.56,   0.05,    675,    265
   1.57,   0.04,    605,    261
   1.58,   0.04,    605,    261
   1.59,   0.05,    615,    265
   1.60,   0.04,    620,    256
   1.61,   0.04,    615,    265
   1.62,   0.04,    610,    263
   1.63,   0.04,    625,    208
   1.64,   0.03,    605,    281
   1.65,   0.02,    605,    201
   1.66,  -0.01,    995,    511
   1.67,  -0.09,    995,    511
   1.68,  -0.32,    995,    511
   1.69,  -0.62,    995,    511
   1.70,  -1.06,    995,    511
   1.71,  -1.74,    995,    511
   1.72,  -2.81,    995,    511
   1.73,  -4.60,    995,    511
   1.74,  -7.33,    995,    511
   1.75, -11.32,    995,    511
   1.76, -12.35,    995,    501
   1.77, -14.04,    995,    491
   1.78, -15.72,    990,    470
   1.79, -18.26,    995,    551
   1.80, -20.34,    990,    540
   1.81, -31.78,    990,    429
   1.82, -48.14,    995,    420
   1.83, -32.11,    975,    407
   1.84, -45.52,    965,    407
   1.85, -38.46,    960,    409
   1.86, -43.71,    945,    406
   1.87, -46.52,    935,    402
   1.88, -42.52,    920,    399
   1.89, -43.33,    895,    400
   1.90, -41.39,    890,    393
   1.91, -38.09,    880,    391
   1.92, -41.15,    870,    389
   1.93, -58.30,    845,    381
   1.94, -45.15,    835,    379
   1.95, -50.09,    825,    375
   1.96, -41.81,    755,    381
   1.97, -42.98,    750,    380
   1.98, -43.62,    730,    379
   1.99, -42.35,    715,    381
   2.00, -45.32,    720,    378
   2.01, -41.18,    780,    364
   2.02, -41.32,    700,    376
   2.03, -43.30,    685,    371
   2.04, -38.92,    690,    368
   2.05, -38.37,    680,    363
   2.06, -41.69,    665,    364
   2.07, -43.02,    635,    363
   2.08, -32.23,    635,    355
   2.09, -39.06,    645,    360
